CustomerID,Age,Gender,AnnualIncome,SpendingScore,PurchaseFrequency,AvgPurchaseAmount,TotalPurchaseValue,OnlinePurchasePercentage,RecencyDays,PreferredCategory,Location,MembershipLevel,DiscountUsagePercentage,SatisfactionScore
CUST0259,42,Male,75261,100,14,2225.01,31150.14,60,14,Fashion,Pune,Basic,57,6.4
CUST0260,40,Male,64216,44,6,1232.45,7394.7,40,33,Electronics,Pune,Silver,29,6.3
CUST0261,48,Female,29467,75,11,1046.07,11506.77,63,46,Beauty,Mumbai,Basic,27,7.8
CUST0262,47,Male,90624,94,21,2345.17,49248.57,58,23,Beauty,Mumbai,Basic,31,4.8
CUST0263,59,Female,48839,62,19,848.83,16127.77,76,27,Sports,Pune,Gold,50,5.0
CUST0264,52,Female,47174,88,17,1349.55,22942.35,72,7,Home & Lifestyle,Kolhapur,Platinum,21,7.9
CUST0265,24,Male,69413,73,19,1404.13,26678.47,66,10,Sports,Mumbai,Silver,15,7.2
CUST0266,33,Female,90270,83,15,1856.35,27845.25,35,5,Beauty,Nashik,Basic,25,7.7
CUST0267,43,Female,42652,53,8,1297.88,10383.04,41,9,Beauty,Pune,Basic,27,10.0
CUST0268,65,Male,66357,87,18,1247.48,22454.64,43,8,Grocery,Pune,Silver,16,7.4
CUST0269,19,Female,74434,88,22,1139.95,25078.9,58,22,Fashion,Aurangabad,Basic,16,8.1
CUST0270,18,Male,80248,60,3,1228.2,3684.6,71,25,Sports,Nashik,Basic,18,5.7
CUST0271,65,Female,68882,42,10,922.57,9225.7,71,87,Grocery,Aurangabad,Gold,13,8.4
CUST0272,29,Female,56925,57,9,1263.12,11368.08,64,7,Grocery,Aurangabad,Basic,44,6.4
CUST0273,22,Female,46793,42,18,989.12,17804.16,65,31,Grocery,Mumbai,Silver,19,7.3
CUST0274,54,Female,66895,64,10,858.47,8584.7,58,51,Grocery,Mumbai,Gold,22,7.0
CUST0275,49,Male,41413,76,20,1654.78,33095.6,44,25,Grocery,Kolhapur,Basic,54,8.7
CUST0276,26,Female,18000,35,8,894.7,7157.6,45,9,Electronics,Aurangabad,Silver,44,5.2
CUST0277,58,Male,74604,68,14,965.37,13515.18,16,9,Beauty,Nashik,Silver,21,3.8
CUST0278,52,Female,84887,74,16,1350.18,21602.88,40,1,Grocery,Kolhapur,Silver,16,6.9
CUST0279,36,Male,18000,58,9,1156.51,10408.59,65,11,Grocery,Kolhapur,Silver,12,7.9
CUST0280,65,Male,42786,14,9,510.42,4593.78,40,61,Electronics,Mumbai,Basic,45,7.4
CUST0281,33,Male,78621,59,9,1421.36,12792.24,50,1,Electronics,Nashik,Gold,22,9.0
CUST0282,20,Female,110265,88,14,1218.65,17061.1,75,7,Fashion,Kolhapur,Gold,19,7.9
CUST0283,37,Female,65457,86,12,1903.68,22844.16,66,37,Home & Lifestyle,Nagpur,Basic,23,6.4
CUST0284,41,Female,48984,48,10,1346.14,13461.4,31,46,Electronics,Pune,Basic,23,3.7
CUST0285,50,Male,60976,29,8,1028.96,8231.68,77,38,Sports,Mumbai,Basic,40,6.8
CUST0286,41,Female,95247,89,15,1268.19,19022.85,80,36,Fashion,Pune,Basic,15,8.7
CUST0287,28,Male,50789,46,17,1154.88,19632.96,40,15,Fashion,Pune,Silver,40,6.6
CUST0288,25,Male,47418,35,10,1316.09,13160.9,47,5,Fashion,Aurangabad,Basic,27,7.2
CUST0289,53,Female,54380,48,10,1197.49,11974.9,81,15,Electronics,Pune,Basic,33,7.8
CUST0290,55,Male,44027,51,7,1120.93,7846.51,52,26,Home & Lifestyle,Pune,Gold,5,5.7
CUST0291,57,Female,67699,55,6,1290.61,7743.66,6,89,Beauty,Mumbai,Basic,35,8.1
CUST0292,37,Female,100743,41,10,1135.07,11350.7,24,2,Grocery,Nashik,Gold,20,9.7
CUST0293,52,Male,72108,84,17,1299.36,22089.12,50,21,Fashion,Nashik,Gold,24,6.9
CUST0294,65,Male,59448,85,17,742.61,12624.37,29,12,Fashion,Pune,Basic,57,5.5
CUST0295,42,Male,58580,73,13,1609.86,20928.18,46,21,Grocery,Pune,Gold,28,7.1
CUST0296,52,Female,30610,28,5,1143.47,5717.35,56,21,Sports,Pune,Gold,13,3.9
CUST0297,42,Female,84428,69,13,1147.25,14914.25,87,11,Fashion,Mumbai,Silver,14,7.7
CUST0298,46,Male,63288,63,9,1861.48,16753.32,49,51,Home & Lifestyle,Pune,Basic,44,7.9
CUST0299,35,Male,61029,73,19,1351.19,25672.61,79,24,Grocery,Aurangabad,Silver,44,9.7
CUST0300,63,Male,135248,100,19,1344.9,25553.1,86,18,Fashion,Mumbai,Platinum,29,7.6
CUST0301,35,Female,71573,54,7,1537.74,10764.18,87,10,Grocery,Pune,Silver,35,7.8
CUST0302,19,Male,48461,58,10,1346.8,13468.0,71,11,Electronics,Nagpur,Basic,44,5.9
CUST0303,52,Female,55620,68,7,1407.23,9850.61,12,14,Beauty,Mumbai,Gold,46,6.7
CUST0304,33,Female,90266,100,17,1393.07,23682.19,65,54,Fashion,Nagpur,Silver,0,4.9
CUST0305,58,Male,67492,78,22,1499.62,32991.64,78,103,Home & Lifestyle,Pune,Silver,35,6.9
CUST0306,53,Female,33358,64,16,1127.55,18040.8,53,17,Electronics,Nashik,Gold,40,6.7
CUST0307,50,Male,85223,75,12,1572.45,18869.4,93,15,Sports,Kolhapur,Silver,5,7.6
CUST0308,21,Female,50301,83,17,761.42,12944.14,84,56,Fashion,Aurangabad,Gold,12,6.3
CUST0309,50,Female,106213,90,13,1398.48,18180.24,68,17,Beauty,Pune,Gold,12,7.3
CUST0310,31,Male,88761,59,11,1868.93,20558.23,79,24,Beauty,Mumbai,Silver,14,6.7
CUST0311,38,Male,55159,85,11,1125.36,12378.96,62,8,Sports,Mumbai,Basic,28,6.7
CUST0312,65,Male,93182,89,18,1304.39,23479.02,5,41,Grocery,Aurangabad,Gold,29,7.3
CUST0313,37,Male,66493,57,7,1143.09,8001.63,44,23,Home & Lifestyle,Aurangabad,Platinum,38,8.0
CUST0314,25,Male,83761,64,11,992.84,10921.24,91,50,Fashion,Pune,Basic,51,8.3
CUST0315,24,Male,75664,74,15,710.51,10657.65,47,46,Fashion,Pune,Silver,12,7.0
CUST0316,20,Male,46380,64,8,1175.96,9407.68,60,7,Grocery,Mumbai,Basic,22,6.7
CUST0317,34,Female,50842,61,7,1287.28,9010.96,32,38,Electronics,Pune,Gold,45,6.9
CUST0318,50,Female,87659,80,12,1417.23,17006.76,94,48,Sports,Mumbai,Gold,35,6.1
CUST0319,65,Female,57635,92,14,1347.44,18864.16,92,13,Electronics,Pune,Basic,36,6.7
CUST0320,29,Other,56120,80,14,1351.27,18917.78,46,6,Grocery,Nashik,Gold,32,10.0
CUST0321,39,Male,43987,58,10,1520.81,15208.1,58,1,Home & Lifestyle,Aurangabad,Basic,35,5.8
CUST0322,39,Female,74319,85,15,1355.82,20337.3,40,18,Grocery,Aurangabad,Gold,33,6.8
CUST0323,63,Male,110376,66,12,1272.9,15274.8,69,13,Home & Lifestyle,Mumbai,Silver,20,6.6
CUST0324,47,Male,41514,61,10,1134.2,11342.0,66,24,Electronics,Nashik,Basic,39,6.8
CUST0325,55,Female,65533,97,20,1608.4,32168.0,73,6,Grocery,Kolhapur,Basic,12,6.7
CUST0326,55,Male,96069,74,15,1857.82,27867.3,62,59,Fashion,Pune,Basic,25,7.6
CUST0327,62,Male,63248,48,10,1043.3,10433.0,100,9,Sports,Nagpur,Silver,15,4.6
CUST0328,25,Female,74952,57,11,1332.54,14657.94,42,8,Home & Lifestyle,Mumbai,Silver,19,8.8
CUST0329,44,Male,41627,34,10,1212.39,12123.9,17,40,Sports,Pune,Basic,21,8.1
CUST0330,44,Female,74423,54,4,991.5,3966.0,46,21,Electronics,Mumbai,Basic,27,5.3
CUST0331,51,Male,60883,56,14,1262.77,17678.78,21,7,Fashion,Pune,Basic,12,3.8
CUST0332,38,Male,86686,49,7,866.36,6064.52,22,10,Fashion,Nagpur,Gold,33,5.7
CUST0333,47,Male,91122,76,18,896.65,16139.7,33,6,Electronics,Pune,Gold,24,6.8
CUST0334,50,Female,121970,100,16,1725.93,27614.88,35,38,Fashion,Mumbai,Basic,9,10.0
CUST0335,45,Male,77752,54,2,1184.09,2368.18,34,44,Home & Lifestyle,Pune,Silver,12,8.0
CUST0336,64,Male,72168,95,19,1507.19,28636.61,66,19,Fashion,Kolhapur,Basic,40,4.5
CUST0337,50,Female,69276,75,8,1352.46,10819.68,44,38,Grocery,Mumbai,Platinum,17,6.9
CUST0338,22,Male,57230,79,19,1044.77,19850.63,61,40,Beauty,Nashik,Platinum,15,7.8
CUST0339,65,Female,72447,56,9,1277.76,11499.84,75,4,Home & Lifestyle,Nashik,Gold,24,7.6
CUST0340,36,Male,58501,77,14,963.57,13489.98,38,102,Fashion,Mumbai,Platinum,30,5.9
CUST0341,21,Female,68706,46,11,1657.41,18231.51,59,52,Fashion,Pune,Gold,3,7.0
CUST0342,52,Female,93987,93,13,1097.17,14263.21,63,7,Grocery,Nagpur,Gold,33,6.1
CUST0343,34,Female,42856,57,9,1147.83,10330.47,12,6,Electronics,Pune,Silver,13,5.5
CUST0344,61,Male,90077,85,16,1147.55,18360.8,5,4,Home & Lifestyle,Pune,Basic,35,7.6
CUST0345,45,Female,93977,56,8,1527.06,12216.48,63,4,Fashion,Nagpur,Basic,34,8.4
CUST0346,47,Male,62402,47,10,1125.78,11257.8,66,41,Beauty,Pune,Basic,27,8.5
CUST0347,46,Female,18319,54,13,965.36,12549.68,100,19,Home & Lifestyle,Mumbai,Silver,10,8.1
CUST0348,63,Female,51628,41,15,1424.84,21372.6,58,46,Grocery,Mumbai,Basic,31,6.5
CUST0349,23,Male,93534,85,15,1479.43,22191.45,83,41,Fashion,Mumbai,Basic,59,8.3
CUST0350,52,Male,64497,39,8,1354.48,10835.84,51,28,Fashion,Nagpur,Silver,5,7.7
CUST0351,58,Female,43015,70,11,964.65,10611.15,62,35,Home & Lifestyle,Nashik,Basic,60,7.4
CUST0352,54,Male,53895,37,5,738.24,3691.2,92,1,Grocery,Nashik,Silver,21,6.3
CUST0353,41,Male,83494,83,23,1464.64,33686.72,8,11,Fashion,Nagpur,Platinum,26,7.2
CUST0354,46,Male,77028,81,16,1309.43,20950.88,64,30,Fashion,Mumbai,Gold,9,7.3
CUST0355,63,Female,59743,49,11,1413.16,15544.76,100,1,Electronics,Mumbai,Silver,13,10.0
CUST0356,48,Female,56930,71,16,1280.82,20493.12,61,1,Home & Lifestyle,Mumbai,Silver,17,7.7
CUST0357,52,Male,56381,65,9,1340.67,12066.03,91,57,Fashion,Mumbai,Silver,9,6.3
CUST0358,50,Female,44707,45,11,677.11,7448.21,41,35,Grocery,Aurangabad,Basic,32,6.0
CUST0359,38,Male,100538,62,8,1966.15,15729.2,54,9,Grocery,Kolhapur,Gold,19,6.5
CUST0360,49,Male,57909,26,12,1078.45,12941.4,56,55,Grocery,Pune,Basic,63,10.0
CUST0361,40,Male,91777,83,12,1666.61,19999.32,6,47,Beauty,Pune,Basic,18,6.6
CUST0362,50,Male,98469,51,10,1098.58,10985.8,29,11,Beauty,Pune,Gold,27,8.6
CUST0363,20,Other,86963,76,16,1507.29,24116.64,41,1,Grocery,Pune,Basic,39,6.6
CUST0364,35,Female,55504,55,8,845.66,6765.28,73,81,Electronics,Pune,Basic,19,7.6
CUST0365,42,Male,73882,80,12,1527.27,18327.24,74,13,Grocery,Nashik,Basic,45,8.4
CUST0366,59,Female,64468,59,7,1172.61,8208.27,62,3,Grocery,Kolhapur,Basic,29,6.3
CUST0367,48,Female,45119,49,9,1190.11,10710.99,73,20,Grocery,Nagpur,Basic,0,6.2
CUST0368,20,Male,72136,81,14,1599.8,22397.2,61,44,Home & Lifestyle,Pune,Basic,45,9.7
CUST0369,57,Male,39061,59,14,833.42,11667.88,81,8,Electronics,Mumbai,Silver,8,8.7
CUST0370,63,Other,91129,82,14,1246.04,17444.56,55,9,Home & Lifestyle,Mumbai,Gold,9,8.4
CUST0371,41,Male,54778,68,12,1423.53,17082.36,56,8,Fashion,Kolhapur,Basic,45,8.4
CUST0372,49,Female,69426,39,16,1843.74,29499.84,49,144,Home & Lifestyle,Kolhapur,Gold,20,7.9
CUST0373,64,Female,71232,81,13,1346.27,17501.51,70,7,Fashion,Aurangabad,Basic,49,10.0
CUST0374,39,Male,59304,73,12,1497.25,17967.0,46,26,Home & Lifestyle,Mumbai,Basic,53,7.3
CUST0375,40,Female,77907,52,12,1259.63,15115.56,76,78,Electronics,Nagpur,Basic,25,8.1
CUST0376,19,Female,54552,55,9,1816.33,16346.97,40,5,Grocery,Pune,Silver,37,5.0
CUST0377,44,Female,84169,72,16,866.34,13861.44,31,106,Home & Lifestyle,Nashik,Silver,14,6.0
CUST0378,59,Female,35388,49,13,1180.55,15347.15,70,88,Fashion,Pune,Silver,58,5.4
CUST0379,19,Female,67780,72,19,853.68,16219.92,63,65,Beauty,Mumbai,Gold,15,9.1
CUST0380,43,Female,107656,100,22,821.0,18062.0,45,7,Home & Lifestyle,Nashik,Silver,40,3.4
CUST0381,34,Female,42993,74,13,1364.22,17734.86,75,30,Grocery,Pune,Silver,38,6.6
CUST0382,57,Female,50090,34,9,1178.12,10603.08,42,63,Fashion,Pune,Platinum,30,3.4
CUST0383,50,Other,76306,81,14,1317.47,18444.58,51,128,Grocery,Pune,Basic,25,6.0
CUST0384,26,Female,68951,90,12,1384.99,16619.88,96,6,Grocery,Pune,Basic,33,6.5
CUST0385,60,Female,72714,75,13,2297.63,29869.19,89,44,Grocery,Pune,Gold,0,9.3
CUST0386,65,Male,75762,89,11,1355.83,14914.13,90,12,Home & Lifestyle,Pune,Silver,28,7.8
CUST0387,56,Female,78964,100,14,1639.93,22959.02,49,6,Grocery,Pune,Basic,40,6.0
CUST0388,46,Male,89413,94,11,1299.43,14293.73,82,16,Fashion,Pune,Basic,37,8.8
CUST0389,59,Male,74016,73,17,1452.62,24694.54,34,47,Fashion,Aurangabad,Silver,0,7.2
CUST0390,43,Female,59692,81,17,1281.61,21787.37,35,19,Electronics,Mumbai,Silver,6,7.3
CUST0391,52,Female,79797,74,15,1262.24,18933.6,5,23,Fashion,Pune,Basic,24,5.4
CUST0392,42,Male,106797,83,17,2048.06,34817.02,92,160,Home & Lifestyle,Nashik,Platinum,29,6.4
CUST0393,41,Male,62082,57,12,1617.4,19408.8,36,15,Beauty,Kolhapur,Gold,29,6.0
CUST0394,30,Female,43560,83,15,1353.7,20305.5,52,29,Fashion,Nagpur,Silver,22,7.3
CUST0395,24,Male,89356,60,12,666.8,8001.6,45,14,Sports,Mumbai,Gold,35,7.3
CUST0396,53,Female,62352,91,19,1292.75,24562.25,70,15,Grocery,Nashik,Gold,10,9.5
CUST0397,62,Other,18000,52,4,1922.91,7691.64,47,36,Sports,Nagpur,Basic,44,7.8
CUST0398,37,Female,83643,47,9,1219.73,10977.57,26,83,Home & Lifestyle,Nagpur,Basic,42,3.1
CUST0399,18,Male,53223,66,7,1604.63,11232.41,75,23,Home & Lifestyle,Nagpur,Silver,31,7.6
CUST0400,25,Male,63008,26,10,1575.61,15756.1,33,64,Electronics,Aurangabad,Gold,22,5.0
CUST0401,63,Male,72304,79,13,1448.6,18831.8,37,3,Fashion,Aurangabad,Basic,62,5.8
CUST0402,33,Male,69191,82,19,1133.03,21527.57,9,7,Electronics,Nashik,Platinum,32,6.7
CUST0403,31,Female,80608,61,7,605.23,4236.61,24,21,Home & Lifestyle,Mumbai,Silver,10,6.2
CUST0404,29,Female,55419,62,8,1469.51,11756.08,69,1,Fashion,Nashik,Basic,39,5.1
CUST0405,40,Female,76288,100,15,1234.44,18516.6,12,9,Beauty,Kolhapur,Basic,46,7.5
CUST0406,32,Female,59290,53,6,1292.72,7756.32,22,22,Fashion,Pune,Basic,26,5.1
CUST0407,45,Male,81254,53,16,930.82,14893.12,55,1,Beauty,Aurangabad,Gold,41,7.7
CUST0408,51,Female,78538,97,15,1394.04,20910.6,43,9,Electronics,Pune,Platinum,31,10.0
CUST0409,19,Female,44420,90,10,1353.38,13533.8,100,22,Electronics,Mumbai,Silver,0,5.2
CUST0410,49,Male,88892,75,13,1497.25,19464.25,95,26,Fashion,Aurangabad,Platinum,29,7.5
CUST0411,40,Male,53209,77,7,983.18,6882.26,36,78,Grocery,Pune,Gold,19,3.4
CUST0412,39,Male,82777,96,18,1841.4,33145.2,67,31,Fashion,Mumbai,Silver,33,6.7
CUST0413,42,Other,73080,55,10,1110.17,11101.7,71,16,Home & Lifestyle,Pune,Silver,39,8.2
CUST0414,39,Female,105440,74,14,959.98,13439.72,42,80,Electronics,Mumbai,Silver,28,8.3
CUST0415,39,Female,60084,84,18,1333.54,24003.72,22,46,Fashion,Pune,Silver,50,7.3
CUST0416,59,Male,57315,91,14,1396.26,19547.64,55,7,Beauty,Mumbai,Basic,32,8.5
CUST0417,23,Male,64573,74,15,1387.9,20818.5,61,4,Electronics,Mumbai,Gold,34,10.0
CUST0418,32,Female,58330,45,8,1613.63,12909.04,45,34,Sports,Aurangabad,Basic,47,9.8
CUST0419,60,Male,82599,100,15,1426.86,21402.9,65,25,Sports,Aurangabad,Gold,24,6.4
CUST0420,54,Female,29441,39,6,1058.44,6350.64,38,47,Electronics,Pune,Gold,37,5.0
CUST0421,50,Female,41819,48,8,836.5,6692.0,30,40,Fashion,Nagpur,Basic,26,6.6
CUST0422,25,Male,41508,60,5,1460.69,7303.45,67,29,Fashion,Pune,Basic,29,5.8
CUST0423,61,Male,85907,100,14,1563.01,21882.14,63,129,Home & Lifestyle,Pune,Silver,5,7.9
CUST0424,61,Male,102633,97,12,1419.89,17038.68,29,23,Grocery,Pune,Silver,29,5.4
CUST0425,22,Female,62702,71,10,750.7,7507.0,85,4,Home & Lifestyle,Aurangabad,Basic,40,7.1
CUST0426,56,Male,61286,71,13,1751.18,22765.34,16,53,Home & Lifestyle,Aurangabad,Silver,43,8.5
CUST0427,21,Female,66541,66,15,945.32,14179.8,52,9,Electronics,Pune,Basic,47,7.0
CUST0428,23,Female,90561,86,10,1288.3,12883.0,59,45,Beauty,Pune,Basic,31,5.8
CUST0429,62,Male,44598,10,18,1131.3,20363.4,41,114,Home & Lifestyle,Pune,Basic,17,9.0
CUST0430,49,Male,70244,61,9,945.76,8511.84,43,36,Grocery,Mumbai,Basic,41,4.4
CUST0431,47,Male,86454,78,13,973.31,12653.03,96,27,Beauty,Nashik,Gold,42,6.7
CUST0432,64,Male,76024,48,10,632.89,6328.9,36,19,Home & Lifestyle,Pune,Platinum,36,7.8
CUST0433,52,Male,69171,73,19,1565.81,29750.39,100,14,Fashion,Nagpur,Silver,41,7.2
CUST0434,57,Male,87023,70,11,1227.51,13502.61,65,13,Grocery,Mumbai,Silver,22,7.5
CUST0435,33,Female,18000,75,15,2082.18,31232.7,57,30,Grocery,Aurangabad,Basic,28,8.1
CUST0436,30,Female,79913,99,16,1187.43,18998.88,65,42,Electronics,Nagpur,Silver,14,7.1
CUST0437,59,Female,50610,49,13,921.39,11978.07,100,34,Sports,Mumbai,Basic,34,6.6
CUST0438,47,Female,24726,43,9,926.56,8339.04,33,7,Electronics,Kolhapur,Silver,24,6.6
CUST0439,36,Male,76246,68,9,1423.68,12813.12,30,20,Home & Lifestyle,Kolhapur,Platinum,28,7.0
CUST0440,34,Male,95220,70,10,1274.6,12746.0,38,47,Grocery,Mumbai,Basic,33,8.4
CUST0441,36,Female,61976,66,11,1483.63,16319.93,56,19,Electronics,Mumbai,Gold,23,6.2
CUST0442,45,Female,85963,60,13,1054.31,13706.03,17,23,Sports,Aurangabad,Basic,23,8.5
CUST0443,43,Male,100470,60,7,976.93,6838.51,55,44,Beauty,Pune,Basic,49,7.2
CUST0444,54,Female,93928,88,12,944.32,11331.84,92,32,Grocery,Pune,Basic,36,6.4
CUST0445,43,Male,101079,92,16,854.16,13666.56,58,16,Fashion,Mumbai,Basic,32,8.1
CUST0446,40,Male,81327,57,6,1166.56,6999.36,49,68,Electronics,Kolhapur,Basic,24,6.1
CUST0447,26,Female,66660,81,19,1283.69,24390.11,51,5,Fashion,Kolhapur,Basic,15,8.2
CUST0448,29,Male,29757,37,12,897.84,10774.08,85,162,Fashion,Aurangabad,Silver,45,7.5
CUST0449,18,Male,59587,66,5,1665.78,8328.9,47,4,Grocery,Nashik,Basic,43,6.3
CUST0450,18,Female,46449,71,14,1641.76,22984.64,100,1,Sports,Pune,Silver,1,8.0
CUST0451,64,Male,112761,85,23,1427.84,32840.32,98,66,Grocery,Nashik,Platinum,36,8.7
CUST0452,51,Male,61131,71,13,779.22,10129.86,61,8,Beauty,Kolhapur,Silver,39,8.9
CUST0453,49,Female,67711,56,12,1107.12,13285.44,55,39,Home & Lifestyle,Pune,Basic,37,8.6
CUST0454,65,Male,77133,66,12,1165.45,13985.4,78,50,Grocery,Pune,Basic,59,7.9
CUST0455,42,Male,65959,61,3,1094.74,3284.22,79,59,Beauty,Pune,Gold,28,5.5
CUST0456,57,Male,102291,68,8,1219.56,9756.48,37,143,Grocery,Nashik,Silver,4,10.0
CUST0457,62,Male,51302,55,10,1027.87,10278.7,43,10,Beauty,Aurangabad,Silver,30,5.1
CUST0458,18,Male,69281,38,7,1093.88,7657.16,36,37,Fashion,Nagpur,Basic,39,8.6
CUST0459,33,Male,48666,48,9,997.34,8976.06,64,4,Electronics,Aurangabad,Silver,16,7.8
CUST0460,56,Male,35960,46,12,1204.38,14452.56,70,16,Beauty,Pune,Basic,44,5.4
CUST0461,22,Male,51541,54,11,1328.73,14616.03,35,57,Grocery,Aurangabad,Platinum,0,7.7
CUST0462,39,Male,64185,60,12,1009.36,12112.32,45,14,Beauty,Kolhapur,Gold,40,7.1
CUST0463,46,Male,55555,59,11,1633.98,17973.78,25,27,Sports,Mumbai,Basic,22,9.2
CUST0464,20,Male,49767,66,7,969.28,6784.96,45,21,Electronics,Aurangabad,Silver,10,6.1
CUST0465,29,Female,34061,66,10,730.84,7308.4,77,31,Grocery,Mumbai,Basic,33,6.8
CUST0466,43,Male,63172,52,4,1361.75,5447.0,39,108,Fashion,Aurangabad,Silver,31,3.7
CUST0467,33,Male,31896,28,8,812.47,6499.76,48,22,Home & Lifestyle,Aurangabad,Gold,27,9.8
CUST0468,54,Female,81721,53,10,1403.55,14035.5,19,26,Beauty,Nagpur,Silver,14,5.6
CUST0469,39,Male,66814,56,8,553.34,4426.72,59,60,Fashion,Nashik,Basic,27,7.7
CUST0470,46,Female,32934,43,7,1538.54,10769.78,54,20,Grocery,Pune,Basic,18,7.0
CUST0471,31,Female,58197,47,12,1414.28,16971.36,39,2,Home & Lifestyle,Nashik,Gold,22,7.1
CUST0472,45,Male,48453,33,9,677.22,6094.98,51,45,Electronics,Mumbai,Silver,41,8.4
CUST0473,22,Female,72022,59,13,858.43,11159.59,69,12,Beauty,Kolhapur,Silver,25,9.7
CUST0474,64,Male,94490,81,9,1959.15,17632.35,37,5,Grocery,Nagpur,Basic,48,7.6
CUST0475,47,Male,23746,56,8,924.02,7392.16,23,57,Sports,Aurangabad,Basic,57,8.2
CUST0476,63,Male,67531,55,14,1022.34,14312.76,95,22,Fashion,Pune,Platinum,16,8.4
CUST0477,22,Female,61477,55,12,574.62,6895.44,51,81,Electronics,Kolhapur,Silver,22,8.7
CUST0478,29,Female,79769,54,4,1200.07,4800.28,63,49,Grocery,Aurangabad,Silver,58,6.5
CUST0479,33,Male,69690,66,8,1254.75,10038.0,77,35,Electronics,Kolhapur,Silver,47,8.8
CUST0480,43,Other,48457,42,13,1378.02,17914.26,100,1,Sports,Pune,Gold,0,8.9
CUST0481,43,Male,57981,71,18,888.22,15987.96,28,17,Electronics,Pune,Basic,41,8.8
CUST0482,65,Female,47487,24,9,632.37,5691.33,65,27,Home & Lifestyle,Pune,Basic,35,6.2
CUST0483,38,Male,88672,68,7,1523.3,10663.1,39,73,Grocery,Nashik,Silver,37,6.9
CUST0484,56,Male,65469,70,11,1628.43,17912.73,43,6,Fashion,Nashik,Silver,14,7.6
CUST0485,53,Male,106826,86,15,1043.13,15646.95,39,10,Electronics,Aurangabad,Gold,12,5.1
CUST0486,50,Female,63665,100,16,1765.45,28247.2,30,22,Home & Lifestyle,Mumbai,Gold,15,9.6
CUST0487,47,Male,49415,64,10,1265.51,12655.1,54,9,Grocery,Mumbai,Basic,26,7.2
CUST0488,54,Male,31698,31,7,1396.64,9776.48,23,27,Fashion,Nashik,Basic,47,7.6
CUST0489,40,Male,25331,45,8,1084.93,8679.44,76,27,Sports,Kolhapur,Platinum,7,7.0
CUST0490,27,Female,30149,17,10,251.76,2517.6,66,23,Fashion,Aurangabad,Silver,16,5.2
CUST0491,22,Male,70877,65,7,1277.04,8939.28,74,2,Grocery,Kolhapur,Silver,0,6.3
CUST0492,53,Male,76192,54,14,1612.62,22576.68,45,14,Grocery,Mumbai,Silver,40,7.5
CUST0493,51,Female,30214,65,14,932.52,13055.28,47,38,Electronics,Nashik,Silver,44,8.2
CUST0494,48,Male,84691,63,11,1239.68,13636.48,61,24,Sports,Kolhapur,Basic,30,7.4
CUST0495,27,Male,54373,57,10,1188.28,11882.8,39,16,Fashion,Mumbai,Gold,21,7.7
CUST0496,36,Female,68229,54,11,400.83,4409.13,47,25,Electronics,Pune,Gold,32,6.7
CUST0497,49,Female,100469,100,14,2052.81,28739.34,36,14,Fashion,Pune,Silver,47,7.9
CUST0498,18,Male,84730,67,10,1101.78,11017.8,45,83,Grocery,Pune,Silver,31,9.4
CUST0499,22,Female,59092,95,11,1559.0,17149.0,19,2,Grocery,Nagpur,Basic,25,8.3
CUST0500,62,Male,45394,70,10,1240.17,12401.7,84,34,Home & Lifestyle,Pune,Basic,11,8.4
CUST0501,21,Female,18000,52,5,1489.29,7446.45,50,67,Electronics,Pune,Basic,18,7.6
CUST0502,33,Male,49179,64,11,1375.35,15128.85,81,49,Fashion,Mumbai,Basic,36,4.9
CUST0503,41,Female,60355,69,5,1236.59,6182.95,79,6,Beauty,Nashik,Platinum,15,6.3
CUST0504,33,Male,43282,20,7,791.79,5542.53,27,31,Electronics,Mumbai,Gold,28,7.9
CUST0505,19,Male,62112,58,7,1507.69,10553.83,41,38,Beauty,Nagpur,Silver,17,7.2
CUST0506,45,Male,66691,80,21,808.04,16968.84,100,3,Electronics,Pune,Silver,9,7.9
CUST0507,49,Male,60053,61,8,1467.93,11743.44,94,50,Beauty,Pune,Basic,17,9.7
CUST0508,44,Female,50700,33,8,804.39,6435.12,54,58,Fashion,Mumbai,Platinum,48,9.0
CUST0509,37,Male,68710,65,16,1691.82,27069.12,61,39,Grocery,Mumbai,Basic,48,9.1
CUST0510,41,Female,74723,99,17,1518.56,25815.52,41,3,Electronics,Mumbai,Basic,61,7.3
CUST0511,29,Female,41011,76,26,1470.27,38227.02,75,38,Electronics,Pune,Silver,33,6.0
CUST0512,52,Female,96041,77,18,1470.72,26472.96,39,34,Fashion,Aurangabad,Gold,19,7.1
CUST0513,50,Female,62831,80,16,832.78,13324.48,10,53,Electronics,Nagpur,Gold,45,6.0
CUST0514,50,Male,65415,58,15,1020.03,15300.45,26,1,Fashion,Pune,Basic,35,9.5
CUST0515,60,Male,80581,41,13,1457.46,18946.98,55,1,Grocery,Pune,Gold,28,8.4
CUST0516,54,Female,70131,50,10,1310.39,13103.9,30,14,Grocery,Aurangabad,Basic,34,8.0
CUST0517,29,Female,85969,100,14,1862.2,26070.8,64,5,Beauty,Nagpur,Basic,0,9.1
CUST0518,20,Other,71317,62,16,1432.93,22926.88,41,25,Home & Lifestyle,Mumbai,Gold,49,4.2
CUST0519,18,Female,51526,54,8,930.57,7444.56,48,75,Grocery,Nagpur,Gold,32,8.1
