Date,Customers,Quantity,Average_Price,Promotion,Sales,Profit
2025-03-21,242.0,151,491.37,0,365.5,56.1
2025-03-22,253.0,153,488.12,0,310.64,51.04
2025-03-23,224.0,160,482.6,0,343.71,53.71
2025-03-24,245.0,142,466.33,1,358.21,67.71
2025-03-25,267.0,145,446.7,1,335.3,53.14
2025-03-26,236.0,144,469.2,0,329.99,55.21
2025-03-27,227.0,133,468.59,0,325.96,54.79
2025-03-28,230.0,134,491.74,0,319.13,53.59
2025-03-29,223.0,155,478.45,1,335.31,57.07
2025-03-30,228.0,150,501.92,0,290.49,43.38
2025-03-31,234.0,153,494.47,0,323.93,47.61
2025-04-01,219.0,149,464.72,1,350.28,66.54
2025-04-02,240.0,145,440.65,0,329.41,55.96
2025-04-03,253.0,143,497.92,0,327.53,48.98
2025-04-04,226.0,151,497.47,1,387.24,79.28
2025-04-05,263.0,143,448.43,1,355.56,72.72
2025-04-06,247.0,131,500.21,0,378.08,61.28
2025-04-07,255.0,147,479.94,0,361.34,59.82
2025-04-08,230.0,132,475.97,0,369.38,49.79
2025-04-09,253.0,133,502.17,1,366.47,64.89
2025-04-10,223.0,150,497.32,1,361.66,60.11
2025-04-11,253.0,155,484.86,0,367.56,53.79
2025-04-12,242.0,113,481.68,0,354.92,59.53
2025-04-13,248.0,138,484.28,0,337.54,57.83
2025-04-14,222.0,147,466.0,0,359.01,61.74
2025-04-15,226.0,122,472.23,0,341.84,55.93
2025-04-16,248.0,139,457.0,0,342.09,57.42
2025-04-17,225.0,129,467.27,0,332.71,45.3
2025-04-18,246.0,131,466.68,0,313.89,44.15
2025-04-19,219.0,147,461.86,1,340.44,61.91
2025-04-20,252.0,129,475.78,0,328.61,55.52
2025-04-21,220.0,129,467.51,0,326.95,50.12
2025-04-22,247.0,140,482.4,0,330.65,46.15
2025-04-23,248.0,163,444.18,0,350.18,52.4
2025-04-24,228.0,148,471.36,0,329.24,48.07
2025-04-25,247.0,151,475.79,0,328.67,44.09
2025-04-26,242.0,148,467.85,0,329.19,63.65
2025-04-27,230.0,133,470.36,0,309.69,55.28
2025-04-28,223.0,143,444.95,0,319.13,41.6
2025-04-29,209.0,151,479.92,0,336.91,44.19
2025-04-30,243.0,149,485.18,0,332.21,49.14
2025-05-01,214.0,142,482.42,0,323.18,44.49
2025-05-02,239.0,145,492.26,0,339.01,66.36
2025-05-03,233.0,165,477.21,0,338.34,50.06
2025-05-04,247.0,148,482.22,0,309.73,51.24
2025-05-05,233.0,137,476.43,0,346.44,52.8
2025-05-06,232.0,139,486.02,0,379.79,54.12
2025-05-07,248.0,139,445.27,1,345.08,69.26
2025-05-08,242.0,163,457.6,0,348.1,59.12
2025-05-09,241.0,156,502.26,0,411.3,65.44
2025-05-10,243.0,141,429.43,0,320.95,62.82
2025-05-11,213.0,161,471.22,0,368.08,60.19
2025-05-12,247.0,146,494.86,0,346.02,52.99
2025-05-13,245.0,135,472.1,0,344.92,65.1
2025-05-14,220.0,158,466.51,1,364.2,69.58
2025-05-15,231.0,143,,0,349.2,64.4
2025-05-16,234.0,148,467.48,0,308.62,49.2
2025-05-17,233.0,126,474.42,0,318.59,36.57
2025-05-18,239.0,131,461.58,0,306.3,41.85
2025-05-19,256.0,154,493.86,0,298.02,52.52
2025-05-20,250.0,156,,0,354.55,53.6
2025-05-21,214.0,163,471.54,1,303.73,57.34
2025-05-22,243.0,171,449.0,1,393.22,79.43
2025-05-23,253.0,144,464.55,0,331.4,53.92
2025-05-24,239.0,144,470.69,0,276.46,40.67
2025-05-25,249.0,129,483.12,0,323.79,51.75
2025-05-26,263.0,133,455.9,0,297.02,48.0
2025-05-27,248.0,118,460.22,0,289.53,44.55
2025-05-28,236.0,135,483.27,0,274.58,38.23
2025-05-29,247.0,128,491.0,1,310.79,55.84
2025-05-30,234.0,149,462.93,0,304.82,48.35
2025-05-31,232.0,142,450.14,0,322.88,44.67
2025-06-01,226.0,118,533.27,0,320.77,46.91
2025-06-02,254.0,136,488.28,0,298.65,44.57
2025-06-03,218.0,157,469.39,0,336.6,44.46
2025-06-04,253.0,146,489.86,1,314.11,58.71
2025-06-05,237.0,127,472.0,0,330.17,54.0
2025-06-06,208.0,129,489.87,1,385.23,68.12
2025-06-07,235.0,130,477.15,1,299.51,49.26
2025-06-08,197.0,142,475.94,0,298.53,49.59
2025-06-09,238.0,133,472.28,0,346.52,58.28
2025-06-10,242.0,133,448.29,0,349.01,56.36
2025-06-11,219.0,143,509.25,1,332.04,61.63
2025-06-12,230.0,135,457.43,0,358.44,60.54
2025-06-13,257.0,124,449.92,0,308.77,48.96
2025-06-14,219.0,140,470.59,0,346.5,50.67
2025-06-15,211.0,122,457.13,0,310.25,49.31
2025-06-16,249.0,129,473.53,0,342.6,52.8
2025-06-17,256.0,146,486.86,0,329.5,52.37
2025-06-18,226.0,140,492.42,0,325.29,56.36
2025-06-19,241.0,143,489.19,0,325.94,46.27
2025-06-20,245.0,157,469.04,0,338.06,54.99
2025-06-21,214.0,135,475.45,0,285.86,40.37
2025-06-22,217.0,136,481.92,0,266.74,39.0
2025-06-23,243.0,133,442.96,0,294.85,54.14
2025-06-24,249.0,131,484.89,0,281.4,46.95
2025-06-25,232.0,125,448.41,0,277.1,45.0
2025-06-26,210.0,136,511.39,0,324.31,43.82
2025-06-27,253.0,139,467.4,0,310.56,48.59
2025-06-28,215.0,139,471.37,0,294.04,37.9
2025-06-29,217.0,145,460.87,1,326.39,60.56
2025-06-30,227.0,144,463.4,0,313.95,44.36
2025-07-01,245.0,135,515.69,0,339.29,57.13
2025-07-02,234.0,140,491.71,1,281.42,52.74
2025-07-03,227.0,125,446.91,0,280.3,39.73
2025-07-04,228.0,119,501.9,0,286.13,47.42
2025-07-05,221.0,149,496.32,0,275.58,52.75
2025-07-06,228.0,137,469.8,1,320.78,58.37
2025-07-07,182.0,124,480.4,0,305.92,52.99
2025-07-08,215.0,129,474.63,0,349.52,44.9
2025-07-09,223.0,131,510.43,0,330.45,55.19
2025-07-10,201.0,160,460.61,1,330.52,58.32
2025-07-11,224.0,130,477.59,0,321.07,50.08
2025-07-12,215.0,159,467.27,0,273.24,46.16
2025-07-13,244.0,134,449.21,0,302.89,47.36
2025-07-14,241.0,153,514.47,0,319.52,43.37
2025-07-15,210.0,142,453.77,0,288.08,52.69
2025-07-16,214.0,146,479.02,1,319.09,52.09
2025-07-17,215.0,148,443.75,0,288.75,42.56
2025-07-18,209.0,144,467.92,0,277.8,44.98
2025-07-19,219.0,139,482.72,0,293.29,47.53
2025-07-20,204.0,155,460.29,0,302.43,50.33
2025-07-21,198.0,127,485.72,0,287.46,46.57
2025-07-22,224.0,132,470.34,1,289.1,58.46
2025-07-23,224.0,125,496.08,0,261.17,43.71
2025-07-24,202.0,149,499.73,0,272.71,38.78
2025-07-25,227.0,146,464.68,0,276.99,33.52
2025-07-26,204.0,126,476.64,0,239.71,38.9
2025-07-27,217.0,108,478.58,0,271.85,49.47
2025-07-28,225.0,129,,0,269.91,38.12
2025-07-29,212.0,121,475.58,0,285.41,41.17
2025-07-30,219.0,126,478.76,0,247.01,40.84
2025-07-31,204.0,120,470.98,0,258.92,43.3
2025-08-01,209.0,115,477.45,0,290.66,51.4
2025-08-02,208.0,160,498.76,1,319.66,67.01
2025-08-03,200.0,124,487.05,0,245.57,40.16
2025-08-04,208.0,155,488.06,1,323.07,55.28
2025-08-05,187.0,128,488.48,0,293.15,42.96
2025-08-06,203.0,119,472.71,0,272.14,41.32
2025-08-07,206.0,145,481.24,1,324.91,65.13
2025-08-08,206.0,126,455.99,0,260.49,39.72
2025-08-09,206.0,128,498.38,0,262.74,45.83
2025-08-10,,132,425.47,0,294.95,40.45
2025-08-11,216.0,122,474.01,0,291.04,47.82
2025-08-12,222.0,114,496.14,0,287.62,42.78
2025-08-13,199.0,129,451.07,0,284.34,47.72
2025-08-14,190.0,139,482.84,0,299.38,46.75
2025-08-15,192.0,121,463.41,0,289.47,49.78
2025-08-16,201.0,131,469.04,0,283.89,43.57
2025-08-17,202.0,145,492.73,0,273.55,43.66
2025-08-18,196.0,129,479.29,0,263.87,45.42
2025-08-19,188.0,140,439.12,1,279.12,51.21
2025-08-20,200.0,130,458.18,0,244.92,39.4
2025-08-21,209.0,122,493.34,0,252.7,43.31
2025-08-22,215.0,129,483.88,1,268.16,49.3
2025-08-23,198.0,119,507.29,0,273.98,37.32
2025-08-24,200.0,133,506.13,0,226.34,34.28
2025-08-25,192.0,146,469.7,1,302.35,47.21
2025-08-26,205.0,147,520.94,1,278.33,50.45
2025-08-27,193.0,125,476.34,0,250.92,41.92
2025-08-28,214.0,140,458.59,0,273.64,44.29
2025-08-29,178.0,132,464.53,0,231.13,41.82
2025-08-30,200.0,139,435.34,1,257.52,52.6
2025-08-31,209.0,105,504.91,1,237.03,44.76
2025-09-01,207.0,120,504.71,0,257.52,31.96
2025-09-02,245.0,113,457.74,0,251.17,42.72
2025-09-03,210.0,145,471.94,1,326.67,56.65
2025-09-04,189.0,129,477.78,0,263.52,45.65
2025-09-05,203.0,118,458.79,0,226.62,37.32
2025-09-06,177.0,131,444.51,0,260.09,44.17
2025-09-07,203.0,114,472.33,0,279.75,46.87
2025-09-08,191.0,128,470.36,1,331.86,73.29
2025-09-09,217.0,131,469.17,1,299.31,57.71
2025-09-10,195.0,134,480.19,0,273.82,38.55
2025-09-11,202.0,142,501.93,0,287.24,50.57
2025-09-12,194.0,122,470.76,0,284.23,43.64
2025-09-13,229.0,151,479.31,1,274.44,56.31
2025-09-14,198.0,128,489.34,0,257.47,47.15
2025-09-15,231.0,130,486.25,0,275.31,46.62
2025-09-16,215.0,127,465.24,0,270.82,38.14
2025-09-17,210.0,126,478.05,0,262.75,40.23
2025-09-18,208.0,132,486.2,0,246.23,44.35
2025-09-19,209.0,145,456.05,1,292.71,62.93
2025-09-20,174.0,119,499.12,0,236.46,38.05
2025-09-21,198.0,126,502.17,0,240.18,37.44
2025-09-22,215.0,145,463.41,0,240.29,34.19
2025-09-23,202.0,130,479.93,0,265.25,37.8
2025-09-24,181.0,131,488.02,0,230.85,37.74
2025-09-25,202.0,140,466.66,0,288.79,49.24
2025-09-26,228.0,133,485.17,1,251.57,40.93
2025-09-27,221.0,128,479.46,0,258.64,44.6
2025-09-28,202.0,136,450.12,0,208.44,37.64
2025-09-29,217.0,140,484.82,0,219.39,37.18
2025-09-30,197.0,114,456.78,1,260.08,54.56
2025-10-01,177.0,121,493.51,0,211.72,35.0
2025-10-02,189.0,128,464.54,1,297.21,56.61
2025-10-03,226.0,127,473.74,0,271.28,44.81
2025-10-04,198.0,119,501.36,0,283.76,51.19
2025-10-05,199.0,135,485.61,0,262.44,44.11
2025-10-06,198.0,140,457.27,1,305.14,54.03
2025-10-07,231.0,137,458.45,0,281.41,46.81
2025-10-08,227.0,138,465.95,0,270.62,45.06
2025-10-09,236.0,135,483.86,0,280.45,43.98
2025-10-10,200.0,125,483.23,0,255.82,44.86
2025-10-11,207.0,129,461.62,0,277.8,44.83
2025-10-12,180.0,124,455.81,0,257.32,43.89
2025-10-13,225.0,115,481.91,0,273.19,45.8
2025-10-14,186.0,138,473.59,0,335.24,49.99
2025-10-15,206.0,128,515.71,0,266.13,38.67
2025-10-16,187.0,113,477.56,0,268.69,40.11
2025-10-17,195.0,134,509.58,0,268.87,42.69
2025-10-18,191.0,126,455.87,0,274.14,50.41
2025-10-19,194.0,108,448.64,0,245.25,39.07
2025-10-20,196.0,115,456.82,0,247.93,41.06
2025-10-21,196.0,122,498.4,0,300.21,51.96
2025-10-22,216.0,131,508.63,0,241.93,37.41
2025-10-23,188.0,137,462.96,0,253.45,38.98
2025-10-24,208.0,136,468.77,0,277.07,48.7
2025-10-25,223.0,135,456.04,0,231.83,39.07
2025-10-26,197.0,129,444.49,0,258.44,39.16
2025-10-27,194.0,146,490.05,0,254.21,39.1
2025-10-28,201.0,136,481.15,0,282.15,45.51
2025-10-29,223.0,132,477.35,0,284.93,47.0
2025-10-30,208.0,135,451.98,0,266.02,47.53
2025-10-31,197.0,135,506.72,1,267.68,51.66
2025-11-01,213.0,129,468.16,0,252.45,36.67
2025-11-02,189.0,119,486.85,1,274.04,47.47
2025-11-03,216.0,126,451.08,0,295.84,48.71
2025-11-04,212.0,147,473.85,0,296.61,48.09
2025-11-05,202.0,131,482.54,0,295.38,43.52
2025-11-06,194.0,141,483.21,1,315.56,63.36
2025-11-07,193.0,140,480.12,0,308.82,39.0
2025-11-08,215.0,134,486.26,0,277.14,45.74
2025-11-09,226.0,122,457.03,0,281.06,38.45
2025-11-10,198.0,141,480.95,1,313.59,62.16
2025-11-11,215.0,129,479.47,1,300.36,54.37
2025-11-12,177.0,132,481.61,0,307.03,52.57
2025-11-13,199.0,122,478.76,0,303.12,46.72
2025-11-14,208.0,140,454.56,0,314.56,56.58
2025-11-15,195.0,126,453.78,0,252.94,33.39
2025-11-16,195.0,123,437.66,0,271.32,46.99
2025-11-17,199.0,140,492.26,1,321.66,56.57
2025-11-18,214.0,135,492.46,0,308.85,51.15
2025-11-19,207.0,119,492.76,0,238.2,39.6
2025-11-20,176.0,126,483.12,0,265.69,36.96
2025-11-21,178.0,133,439.22,0,263.71,46.14
2025-11-22,201.0,145,459.16,0,294.34,48.83
2025-11-23,218.0,107,480.73,0,202.72,32.79
2025-11-24,170.0,138,480.12,0,246.22,40.82
2025-11-25,204.0,128,473.69,0,296.12,47.94
2025-11-26,204.0,127,484.36,0,258.96,44.68
2025-11-27,233.0,126,477.95,0,247.31,37.82
2025-11-28,207.0,139,479.93,1,326.79,64.55
2025-11-29,218.0,139,466.28,0,242.18,40.83
2025-11-30,215.0,127,495.48,0,288.79,45.46
2025-12-01,181.0,150,470.07,0,258.94,48.6
2025-12-02,225.0,139,453.89,0,265.27,44.24
2025-12-03,217.0,135,463.98,0,298.98,48.71
2025-12-04,222.0,132,471.61,0,280.73,47.33
2025-12-05,273.0,155,495.79,1,340.81,62.51
2025-12-06,184.0,147,477.16,0,329.93,58.73
2025-12-07,241.0,122,474.59,0,288.7,46.1
2025-12-08,211.0,127,455.48,0,336.78,58.02
2025-12-09,220.0,140,492.12,0,318.81,45.9
2025-12-10,215.0,144,466.26,0,333.17,44.33
2025-12-11,210.0,131,476.22,0,260.45,43.24
2025-12-12,208.0,127,504.68,0,317.51,48.97
2025-12-13,222.0,135,487.22,0,306.48,48.15
2025-12-14,195.0,150,448.77,0,291.43,36.39
2025-12-15,229.0,135,446.25,0,343.8,63.78
2025-12-16,212.0,122,476.96,0,285.81,46.18
2025-12-17,202.0,136,456.31,0,266.14,47.91
2025-12-18,212.0,143,489.83,0,315.85,43.94
2025-12-19,238.0,135,478.94,0,268.93,43.43
2025-12-20,212.0,148,481.18,0,287.59,47.77
2025-12-21,225.0,155,465.5,1,333.87,62.44
2025-12-22,209.0,135,509.58,0,298.88,48.87
2025-12-23,232.0,137,529.43,0,286.94,39.93
2025-12-24,231.0,128,473.27,1,298.61,56.66
2025-12-25,249.0,149,484.65,0,325.1,47.91
2025-12-26,219.0,133,480.07,0,265.78,40.06
2025-12-27,232.0,133,473.67,0,297.04,47.6
2025-12-28,224.0,131,463.38,0,325.91,50.43
2025-12-29,242.0,142,458.85,0,314.87,48.99
2025-12-30,212.0,126,457.96,0,291.68,51.59
2025-12-31,235.0,128,485.71,0,300.43,47.37
2026-01-01,221.0,137,469.09,0,300.09,46.23
2026-01-02,223.0,131,432.05,0,297.94,47.12
2026-01-03,226.0,141,486.49,0,309.8,44.4
2026-01-04,229.0,132,477.81,0,320.74,52.1
2026-01-05,224.0,154,502.76,0,363.72,62.13
2026-01-06,229.0,155,485.26,1,314.03,59.57
2026-01-07,250.0,145,451.94,0,286.47,45.99
2026-01-08,241.0,133,438.45,0,362.86,61.33
2026-01-09,240.0,173,465.65,1,368.14,65.05
2026-01-10,220.0,145,467.37,1,342.4,63.55
2026-01-11,214.0,132,495.62,0,325.26,58.86
2026-01-12,242.0,146,478.5,0,332.18,51.68
2026-01-13,241.0,141,499.09,0,371.56,62.84
2026-01-14,251.0,141,454.85,1,359.19,69.86
2026-01-15,220.0,162,496.09,0,325.91,48.44
2026-01-16,226.0,150,491.72,0,320.6,54.6
2026-01-17,205.0,140,442.43,0,303.4,45.78
2026-01-18,224.0,164,502.59,0,301.4,50.16
2026-01-19,245.0,148,480.48,0,355.85,53.61
2026-01-20,224.0,140,485.88,0,316.52,51.98
2026-01-21,240.0,163,463.27,0,301.43,48.81
2026-01-22,228.0,147,501.81,0,323.34,52.28
2026-01-23,236.0,147,457.53,0,344.59,56.54
2026-01-24,215.0,137,493.88,0,318.23,48.38
2026-01-25,233.0,142,493.69,0,287.09,40.91
2026-01-26,188.0,147,461.4,1,308.44,57.44
2026-01-27,230.0,156,514.66,0,352.32,62.2
2026-01-28,209.0,126,483.15,0,277.86,46.89
2026-01-29,252.0,165,490.77,1,361.49,69.3
2026-01-30,245.0,133,451.53,0,312.81,47.65
2026-01-31,241.0,152,517.16,1,368.09,69.13
2026-02-01,257.0,139,457.02,0,302.43,44.62
2026-02-02,221.0,137,497.53,0,317.98,48.86
2026-02-03,261.0,149,461.19,0,359.87,59.51
2026-02-04,249.0,153,467.98,1,384.92,60.72
2026-02-05,232.0,146,493.34,1,393.72,83.05
2026-02-06,253.0,144,497.66,0,361.82,50.65
2026-02-07,220.0,136,456.3,0,341.43,64.3
2026-02-08,224.0,138,498.83,0,357.82,52.75
2026-02-09,228.0,128,498.03,0,317.78,46.8
2026-02-10,229.0,139,462.36,0,332.41,51.2
2026-02-11,222.0,148,508.04,0,326.61,50.1
2026-02-12,256.0,144,453.06,0,299.5,45.2
2026-02-13,234.0,162,468.05,0,373.64,57.71
2026-02-14,244.0,170,487.94,0,375.95,60.67
2026-02-15,230.0,139,463.98,0,340.35,49.87
2026-02-16,211.0,136,484.11,0,342.59,59.13
2026-02-17,243.0,166,483.72,1,369.41,76.17
2026-02-18,211.0,148,476.03,0,336.4,44.01
2026-02-19,238.0,156,494.4,0,373.82,70.21
2026-02-20,219.0,149,475.33,0,363.63,62.39
2026-02-21,270.0,153,483.63,1,333.49,62.98
2026-02-22,254.0,143,500.12,0,342.12,51.79
2026-02-23,242.0,149,493.73,0,357.56,58.1
2026-02-24,260.0,153,493.67,1,368.33,73.1
2026-02-25,228.0,157,458.85,0,344.05,68.52
2026-02-26,249.0,132,489.01,0,336.25,64.86
2026-02-27,244.0,157,463.77,0,312.36,42.82
2026-02-28,245.0,137,456.53,1,310.34,56.45
2026-03-01,261.0,147,478.33,0,348.85,56.22
2026-03-02,253.0,142,463.36,0,323.23,58.23
2026-03-03,246.0,130,493.89,0,314.62,49.94
2026-03-04,217.0,125,494.34,0,298.57,44.39
2026-03-05,228.0,145,445.45,1,362.18,67.3
2026-03-06,241.0,146,464.81,0,366.23,56.48
2026-03-07,244.0,140,453.46,0,356.17,62.26
2026-03-08,226.0,146,471.43,1,384.83,84.98
2026-03-09,279.0,160,487.97,0,368.3,63.96
2026-03-10,266.0,134,475.44,0,366.07,63.79
2026-03-11,252.0,153,469.2,0,388.12,69.29
2026-03-12,245.0,137,503.24,0,372.21,62.09
2026-03-13,241.0,135,438.37,0,349.0,53.75
2026-03-14,230.0,140,502.14,0,354.18,55.07
2026-03-15,245.0,153,470.1,0,314.21,55.44
2026-03-16,248.0,133,478.51,0,354.9,58.32
2026-03-17,226.0,150,470.45,0,344.87,50.1
2026-03-18,249.0,137,507.73,0,381.68,68.56
2026-03-19,242.0,139,457.82,0,328.92,48.81
2026-03-20,216.0,151,480.21,0,350.25,50.12
2026-03-21,232.0,169,489.51,0,334.74,49.16
2026-03-22,238.0,148,451.04,1,339.12,64.3
2026-03-23,273.0,164,463.5,1,379.36,75.72
2026-03-24,253.0,144,477.41,0,332.69,54.5
2026-03-25,225.0,152,464.14,1,395.55,69.87
2026-03-26,252.0,168,465.44,1,329.28,56.93
2026-03-27,222.0,139,473.84,0,347.2,59.57
2026-03-28,261.0,136,491.85,0,325.28,51.59
2026-03-29,238.0,162,474.01,1,354.55,67.41
2026-03-30,244.0,163,499.61,0,358.91,56.67
2026-03-31,265.0,155,462.26,0,374.3,61.57
2026-04-01,226.0,133,457.71,0,347.94,57.71
2026-04-02,224.0,141,514.93,0,369.08,72.48
2026-04-03,236.0,157,468.44,0,361.75,60.06
2026-04-04,261.0,163,456.7,0,336.89,51.94
2026-04-05,222.0,150,448.96,0,348.12,56.62
2026-04-06,203.0,141,499.69,0,381.17,55.56
2026-04-07,238.0,174,474.22,1,389.06,66.38
2026-04-08,253.0,147,475.81,0,348.87,62.36
2026-04-09,263.0,141,477.53,0,382.43,62.93
2026-04-10,238.0,140,498.65,0,373.71,66.07
2026-04-11,239.0,135,477.21,0,337.17,45.73
2026-04-12,262.0,186,522.65,1,390.74,66.57
2026-04-13,217.0,162,482.89,0,368.07,60.54
2026-04-14,239.0,141,499.61,0,362.98,53.59
2026-04-15,248.0,165,495.01,0,385.16,53.4
2026-04-16,252.0,153,479.88,0,356.35,51.25
2026-04-17,237.0,152,469.99,0,373.08,57.9
2026-04-18,245.0,140,486.56,0,328.8,54.65
2026-04-19,207.0,142,489.78,0,365.95,67.97
2026-04-20,235.0,147,470.31,0,380.95,54.94
2026-04-21,251.0,138,483.63,1,343.17,58.33
2026-04-22,230.0,142,502.91,0,314.68,43.5
2026-04-23,245.0,147,517.94,0,360.9,60.85
2026-04-24,251.0,170,496.08,1,374.21,69.93
2026-04-25,239.0,151,514.25,1,357.34,60.94
2026-04-26,246.0,155,469.41,0,317.72,46.88
2026-04-27,229.0,136,493.39,1,348.07,63.75
2026-04-28,241.0,159,504.87,0,338.7,53.85
2026-04-29,253.0,138,464.67,0,345.3,49.86
2026-04-30,246.0,148,472.08,0,320.04,52.06
2026-05-01,234.0,151,512.12,0,345.32,48.12
2026-05-02,246.0,149,463.31,0,313.42,50.38
2026-05-03,254.0,146,456.74,0,330.64,52.02
2026-05-04,212.0,134,508.4,0,343.37,57.01
2026-05-05,260.0,148,502.46,1,388.19,78.87
2026-05-06,237.0,157,488.72,0,375.53,58.0
2026-05-07,249.0,141,480.14,0,375.2,60.03
2026-05-08,260.0,145,473.09,0,334.99,43.65
2026-05-09,221.0,131,486.08,0,367.94,69.75
2026-05-10,231.0,155,509.46,0,342.14,45.19
2026-05-11,237.0,133,485.33,0,346.16,54.96
2026-05-12,230.0,155,520.07,0,371.12,45.19
2026-05-13,267.0,135,464.92,0,352.92,52.1
2026-05-14,228.0,156,480.75,0,369.58,68.75
2026-05-15,232.0,146,474.4,0,366.68,64.96
2026-05-16,244.0,140,461.61,0,324.22,56.67
2026-05-17,222.0,162,478.4,0,339.79,53.38
2026-05-18,234.0,155,488.69,1,365.23,76.61
2026-05-19,245.0,142,490.64,0,361.47,59.23
2026-05-20,235.0,165,520.29,1,356.76,69.69
2026-05-21,238.0,131,489.6,0,319.79,63.86
2026-05-22,231.0,120,501.96,0,300.92,53.07
2026-05-23,216.0,157,482.47,0,303.62,48.28
2026-05-24,243.0,137,511.51,0,287.18,48.15
2026-05-25,265.0,164,524.49,1,343.65,70.81
2026-05-26,238.0,155,490.9,1,381.64,74.17
2026-05-27,241.0,133,463.49,0,336.02,57.71
2026-05-28,248.0,151,471.5,0,357.28,64.07
2026-05-29,218.0,151,486.47,1,328.29,73.19
2026-05-30,263.0,134,489.64,0,277.75,40.55
2026-05-31,240.0,144,494.01,1,344.84,67.43
2026-06-01,261.0,137,489.74,1,389.32,74.71
2026-06-02,225.0,148,481.61,0,327.72,50.54
2026-06-03,263.0,135,470.05,0,340.78,51.22
2026-06-04,247.0,144,488.74,0,312.0,57.65
2026-06-05,244.0,142,514.93,0,345.02,49.91
2026-06-06,239.0,135,499.92,0,328.19,45.57
2026-06-07,231.0,129,491.2,0,286.73,43.46
2026-06-08,252.0,169,500.13,0,341.41,45.5
2026-06-09,236.0,153,474.94,1,349.16,60.16
2026-06-10,204.0,162,472.49,0,321.94,46.43
2026-06-11,217.0,155,468.2,0,336.63,54.3
2026-06-12,230.0,140,479.42,0,354.68,64.44
2026-06-13,238.0,145,474.1,0,321.02,48.53
2026-06-14,232.0,145,503.47,0,353.38,61.13
2026-06-15,251.0,161,473.18,0,341.64,58.51
2026-06-16,203.0,151,467.31,0,341.83,43.31
2026-06-17,234.0,135,516.75,0,338.23,51.32
2026-06-18,204.0,156,473.68,1,379.17,68.01
2026-06-19,242.0,151,484.58,0,314.89,52.18
2026-06-20,229.0,131,489.96,0,312.07,52.6
2026-06-21,237.0,157,461.4,1,311.82,59.23
2026-06-22,217.0,166,504.12,1,376.12,64.53
2026-06-23,249.0,133,493.37,0,289.65,43.59
2026-06-24,245.0,135,509.97,0,316.87,43.55
2026-06-25,238.0,153,469.71,0,346.6,55.8
2026-06-26,227.0,138,483.74,0,282.99,43.72
2026-06-27,237.0,132,482.69,0,305.53,51.33
2026-06-28,217.0,150,486.75,0,280.29,47.78
2026-06-29,241.0,147,455.84,0,361.58,56.04
2026-06-30,252.0,142,484.04,0,278.06,45.67
2026-07-01,243.0,152,456.38,0,291.12,45.64
2026-07-02,216.0,153,488.53,0,298.65,42.8
2026-07-03,232.0,140,443.78,0,297.87,44.08
2026-07-04,207.0,160,448.79,0,326.58,41.14
2026-07-05,234.0,166,496.87,1,378.45,67.77
2026-07-06,232.0,121,472.32,0,341.15,51.55
2026-07-07,197.0,130,,0,324.27,46.56
2026-07-08,207.0,118,505.08,0,316.81,54.58
2026-07-09,220.0,137,488.12,0,315.27,52.93
2026-07-10,220.0,128,497.94,0,331.24,55.75
2026-07-11,206.0,132,479.27,0,306.79,52.27
2026-07-12,229.0,151,530.51,0,324.87,51.97
2026-07-13,227.0,122,471.42,0,303.16,48.45
2026-07-14,220.0,151,513.72,1,321.8,63.54
2026-07-15,211.0,141,481.24,0,319.94,54.39
2026-07-16,238.0,138,452.58,0,318.18,55.81
2026-07-17,247.0,140,491.07,0,304.7,48.55
2026-07-18,214.0,117,488.07,0,271.36,39.4
2026-07-19,212.0,131,463.5,0,300.29,49.11
2026-07-20,228.0,154,465.84,0,318.99,48.27
2026-07-21,215.0,127,482.02,0,330.45,56.11
2026-07-22,218.0,155,488.78,0,330.61,54.32
2026-07-23,231.0,124,438.03,0,264.29,42.49
2026-07-24,191.0,123,501.48,0,277.21,42.72
2026-07-25,239.0,129,473.64,0,248.9,43.56
2026-07-26,220.0,149,458.59,0,245.47,42.68
2026-07-27,213.0,143,499.52,1,352.61,62.27
2026-07-28,217.0,141,482.17,0,320.49,45.37
2026-07-29,218.0,139,504.51,0,278.69,45.34
2026-07-30,192.0,137,490.52,0,313.8,55.79
2026-07-31,240.0,150,482.63,0,330.46,46.62
2026-08-01,218.0,145,479.93,0,249.71,41.72
2026-08-02,224.0,136,491.39,1,322.36,55.67
2026-08-03,231.0,135,475.28,0,292.51,42.34
2026-08-04,201.0,155,467.39,0,317.92,55.31
2026-08-05,223.0,150,493.74,1,391.16,76.18
2026-08-06,212.0,122,480.18,0,332.73,52.48
2026-08-07,228.0,123,483.4,0,302.38,51.96
2026-08-08,183.0,146,502.43,0,327.35,55.73
2026-08-09,214.0,144,480.79,0,263.75,36.32
2026-08-10,206.0,127,483.13,0,315.48,50.88
2026-08-11,221.0,144,472.09,0,324.61,58.82
2026-08-12,221.0,152,490.65,0,330.36,55.21
2026-08-13,204.0,151,489.22,0,301.6,36.42
2026-08-14,203.0,152,499.15,0,317.24,45.66
2026-08-15,212.0,142,472.54,0,308.39,53.95
2026-08-16,200.0,134,474.74,0,236.55,35.87
2026-08-17,226.0,132,497.26,0,287.49,50.83
2026-08-18,207.0,136,487.56,0,271.78,51.83
2026-08-19,169.0,127,466.73,0,291.07,45.53
